house_id,area_type,availability,location,size,society,total_sqft,bath,balcony,price
house_12687,Super built-up  Area,18-Dec,Iblur Village,3 BHK,DNionfl,1920,3.0,2.0,130.0
house_7706,Super built-up  Area,18-Dec,Kundalahalli,3 BHK,Dieldli,1724,3.0,1.0,125.0
house_12737,Super built-up  Area,18-May,Anekal,2 BHK,Aavelis,1140,2.0,2.0,52.0
house_2322,Plot  Area,Ready To Move,Kaval Byrasandra,4 Bedroom,,750,4.0,3.0,110.0
house_10317,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1750,3.0,2.0,120.0
house_9411,Super built-up  Area,Ready To Move,Varthur,2 BHK,MKllei ,1155,2.0,2.0,39.0
house_1907,Built-up  Area,Ready To Move,Domlur,1 BHK,Saiewas,640,1.0,0.0,55.0
house_4807,Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,Adity S,1085,2.0,1.0,70.0
house_12786,Plot  Area,Ready To Move,Kattigenahalli,3 Bedroom,,600,4.0,2.0,70.0
house_3289,Built-up  Area,Ready To Move,Brindavan Nagar,3 BHK,Mancy R,1250,3.0,2.0,139.0
house_7433,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neagar ,1438,2.0,,89.0
house_126,Built-up  Area,Ready To Move,LB Shastri Nagar,3 BHK,Sragei ,1600,3.0,2.0,65.0
house_7016,Plot  Area,Ready To Move,Kengeri,2 Bedroom,,1200,2.0,0.0,58.0
house_10010,Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1100,2.0,1.0,52.97
house_10772,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,,935,2.0,3.0,45.0
house_12466,Built-up  Area,Ready To Move,Chikkalasandra,2 BHK,,1325,2.0,1.0,59.0
house_6930,Built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260,2.0,2.0,76.0
house_4730,Super built-up  Area,18-Aug,Hennur Road,3 BHK,Puachal,1804,3.0,2.0,102.0
house_1970,Super built-up  Area,18-Jul,Bhoganhalli,3 BHK,Rosha I,1718,3.0,2.0,90.2
house_6776,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Prrry M,2403,4.0,2.0,270.0
house_1209,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1278,2.0,1.0,53.76
house_8425,Built-up  Area,Ready To Move,Kammanahalli,4 Bedroom,,2900,4.0,2.0,200.0
house_10223,Plot  Area,Ready To Move,Frazer Town,5 Bedroom,,2801.25,4.0,1.0,462.0
house_4362,Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,Naasyak,1400,3.0,0.0,65.0
house_2723,Super built-up  Area,20-Mar,8th Phase JP Nagar,3 BHK,Vaarech,1455,3.0,2.0,73.31
house_340,Carpet  Area,Ready To Move,Muneshwara Nagar,2 BHK,,1230,2.0,3.0,48.0
house_4970,Super built-up  Area,18-Mar,Haralur Road,3 BHK,SNnia E,1520,2.0,2.0,96.0
house_10634,Plot  Area,Immediate Possession,Rajankunte,,,1575,,,31.11
house_10479,Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1251,2.0,1.0,46.0
house_261,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,JJortom,1500,3.0,2.0,75.5
house_3351,Super built-up  Area,19-Dec,Gunjur Palya,3 BHK,,1033,2.0,2.0,32.0
house_11304,Super built-up  Area,Ready To Move,Kammasandra,2 BHK,Sulya A,1057,2.0,1.0,35.0
house_1858,Plot  Area,Ready To Move,Kamakya Layout,2 Bedroom,,1200,2.0,2.0,150.0
house_6392,Plot  Area,Ready To Move,Kothanur,1 Bedroom,,1500,1.0,0.0,75.0
house_2598,Super built-up  Area,Ready To Move,Bidadi,2 BHK,Etuney ,1107,2.0,2.0,33.0
house_9594,Super built-up  Area,Ready To Move,Krishna Reddy Layout,3 BHK,RahtsHe,2180,3.0,,285.0
house_8479,Super built-up  Area,Ready To Move,Nagavara,2 BHK,,1077,2.0,1.0,50.0
house_714,Super built-up  Area,18-Sep,Whitefield,3 BHK,Umods W,1640,4.0,2.0,91.0
house_6976,Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45
house_5190,Plot  Area,Ready To Move,Bagalur Main Road,5 Bedroom,,4400,4.0,1.0,350.0
house_8183,Super built-up  Area,Ready To Move,Shree Ananth Nagar Layout,3 BHK,PrinePr,1176,2.0,1.0,45.0
house_6996,Plot  Area,Ready To Move,Muthyala Nagar,4 Bedroom,,1200,4.0,2.0,165.0
house_12317,Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,3 BHK,,1350,2.0,2.0,47.25
house_9483,Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,900,2.0,0.0,55.0
house_4507,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,SLavena,1207,2.0,2.0,62.0
house_11883,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Prillot,1804,3.0,2.0,155.0
house_11267,Super built-up  Area,18-May,SRINIVASAPURA,3 BHK,,1525,3.0,2.0,68.63
house_11576,Plot  Area,Ready To Move,Attibele,4 Bedroom,AGoutLa,2400,2.0,2.0,250.0
house_10639,Super built-up  Area,Ready To Move,KR Puram,4 BHK,Thessmm,3000,4.0,2.0,235.0
house_868,Super built-up  Area,Ready To Move,KR Puram,2 BHK,LVniaar,1225,2.0,1.0,46.55
house_10749,Plot  Area,Ready To Move,Sarjapur  Road,5 Bedroom,AdlasRe,10000,4.0,2.0,975.0
house_9993,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Santste,2247,3.0,,145.0
house_9340,Super built-up  Area,19-Dec,Whitefield,2 BHK,Oreldhi,1350,2.0,1.0,88.0
house_13100,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1115,2.0,2.0,50.0
house_3027,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,PrrvaPl,1560,2.0,2.0,62.4
house_2612,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,SNbay G,1395,2.0,1.0,62.78
house_10203,Super built-up  Area,Ready To Move,Hennur,3 BHK,SLureSi,1345,2.0,1.0,69.0
house_7098,Super built-up  Area,18-May,Sarjapur  Road,3 BHK,PualeSk,1711,3.0,1.0,110.0
house_9224,Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2732,4.0,3.0,194.0
house_10129,Super built-up  Area,18-Apr,Whitefield,2 BHK,Prtates,1216,2.0,1.0,66.88
house_8757,Built-up  Area,Ready To Move,ISRO Layout,4 Bedroom,,4200,4.0,2.0,255.0
house_1866,Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,ShshaSa,1020,2.0,1.0,58.0
house_1556,Built-up  Area,Ready To Move,Ulsoor,3 BHK,,2700,3.0,1.0,450.0
house_8956,Plot  Area,Ready To Move,Cunningham Road,5 Bedroom,,2925,5.0,3.0,936.0
house_1790,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Hiestre,1180,2.0,2.0,72.0
house_8003,Super built-up  Area,Ready To Move,Bellandur,2 BHK,,924,2.0,2.0,35.11
house_8418,Built-up  Area,18-Dec,Electronic City,2 BHK,,1090,2.0,1.0,31.48
house_12809,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,MamelKa,1044,2.0,2.0,55.0
house_1940,Super built-up  Area,18-Mar,Kenchanehalli R R Nagar,3 BHK,,1410,2.0,2.0,45.12
house_11293,Built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1145,2.0,2.0,46.0
house_10797,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,660,1.0,1.0,23.0
house_11432,Super built-up  Area,19-Dec,Bannerghatta,3 BHK,Mamespa,1776,3.0,2.0,124.0
house_923,Built-up  Area,Ready To Move,Srinivasa Nagar,4 Bedroom,,1500,4.0,,180.0
house_8302,Super built-up  Area,Ready To Move,Nagasandra,4 BHK,,2400,4.0,1.0,145.0
house_11821,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1300,2.0,1.0,75.0
house_10025,Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1355,3.0,2.0,83.87
house_9342,Built-up  Area,Ready To Move,1st Block Jayanagar,8 Bedroom,,1700,3.0,2.0,50.0
house_4474,Plot  Area,Ready To Move,Madiwala,4 Bedroom,,910,4.0,1.0,140.0
house_9216,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,PuziaVe,1780,3.0,2.0,107.0
house_7261,Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45
house_4460,Super built-up  Area,18-Apr,Begur,3 BHK,Arera V,1445,2.0,2.0,47.1
house_10237,Built-up  Area,Ready To Move,Banashankari Stage II,3 Bedroom,,3000,3.0,2.0,450.0
house_8967,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,ChionCo,2050,3.0,,120.0
house_4678,Super built-up  Area,18-Oct,Hennur Road,3 BHK,DSapeSk,2182,3.0,2.0,72.04
house_3606,Built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,4000,4.0,3.0,220.0
house_357,Super built-up  Area,21-Dec,Bagalur Main Road,2 BHK,,950,2.0,2.0,50.0
house_4914,Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950,2.0,1.0,47.0
house_8171,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Viissmi,1400,3.0,2.0,55.0
house_5557,Plot  Area,Ready To Move,Marathahalli,4 Bedroom,,2396,4.0,2.0,325.0
house_1134,Super built-up  Area,18-Apr,Rajaji Nagar,2 BHK,ProdsWe,1357,2.0,1.0,115.0
house_13176,Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1010,2.0,1.0,32.0
house_6198,Built-up  Area,Ready To Move,Hormavu,4 Bedroom,,3000,4.0,0.0,100.0
house_13306,Plot  Area,Ready To Move,Rajarajeshwari Nagara,4 Bedroom,,1200,5.0,,325.0
house_505,Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,,1062,2.0,3.0,38.0
house_3719,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Asintas,1730,3.0,3.0,139.0
house_10601,Super built-up  Area,Ready To Move,Gunjur Palya,3 BHK,,1426,2.0,3.0,71.0
house_2620,Super built-up  Area,Ready To Move,Sathya Sai Layout,6 BHK,Prowshi,11338,9.0,1.0,1000.0
house_5858,Plot  Area,Ready To Move,Shampura,6 Bedroom,,1150,6.0,2.0,75.0
house_3568,Plot  Area,Ready To Move,Rajankunte,3 Bedroom,,3259,3.0,0.0,270.0
house_10807,Built-up  Area,18-Jun,"Off Sarjapur Road, ",2 BHK,,1298,2.0,1.0,65.0
house_9714,Super built-up  Area,18-May,Whitefield,2 BHK,Prtates,1216,2.0,1.0,73.0
house_11693,Super built-up  Area,18-May,Gunjur,2 BHK,BMineis,1235,2.0,2.0,44.5
house_4713,Super built-up  Area,Ready To Move,Brooke Bond First Cross,2 BHK,Viium E,1252,2.0,2.0,55.0
house_5096,Super built-up  Area,20-Dec,Binny Pete,3 BHK,Shestlo,1282,3.0,2.0,178.0
house_827,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Shana S,1705,3.0,2.0,95.0
house_12373,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1390,2.0,2.0,69.49
house_1127,Super built-up  Area,Ready To Move,Mysore Road,2 BHK,Brama P,1070,2.0,1.0,45.0
house_13309,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1675,3.0,,92.13
house_9696,Super built-up  Area,Ready To Move,HSR Layout,3 BHK,SrisePo,1844,3.0,3.0,95.0
house_7126,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1375,2.0,2.0,72.0
house_11231,Super built-up  Area,Ready To Move,Kamakya Layout,4 BHK,,2400,3.0,1.0,108.0
house_9867,Super built-up  Area,18-Jul,7th Phase JP Nagar,3 BHK,,2000,3.0,2.0,77.0
house_8289,Super built-up  Area,18-Apr,Kanakpura Road,2 BHK,PrarePa,700 - 900,,,41.145
house_7161,Plot  Area,17-Aug,Hennur,3 Bedroom,,1000,3.0,1.0,130.0
house_4803,Super built-up  Area,Ready To Move,Kothanur,3 BHK,,1583,3.0,3.0,76.1
house_12635,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Vaine S,1140,2.0,1.0,40.0
house_5829,Plot  Area,18-Aug,Whitefield,4 Bedroom,,1230,4.0,2.0,80.0
house_6285,Super built-up  Area,18-May,8th Block Jayanagar,2 BHK,,1100,2.0,2.0,110.0
house_6243,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1910,3.0,3.0,119.0
house_5344,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2145,3.0,3.0,190.0
house_8497,Built-up  Area,18-Mar,1st Block Koramangala,3 BHK,,2350,3.0,2.0,210.0
house_11827,Super built-up  Area,18-Aug,Magadi Road,3 BHK,Vrenty ,1052 - 1322,2.0,0.0,55.195
house_12166,Super built-up  Area,Ready To Move,Thyagaraja Nagar,2 BHK,,1040,2.0,1.0,68.0
house_8611,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Sulesil,1585,3.0,1.0,84.0
house_4676,Super built-up  Area,18-May,Basavanapura,2 BHK,,1095,2.0,2.0,38.52
house_10021,Super built-up  Area,17-Oct,Banashankari Stage V,3 BHK,Naiewre,1540,3.0,2.0,48.51
house_1047,Super built-up  Area,Ready To Move,Brookefield,3 BHK,Krrbsil,2169,4.0,,115.0
house_9378,Super built-up  Area,18-Apr,Basavangudi,2 BHK,,1180,2.0,3.0,124.0
house_3329,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1575,2.0,2.0,120.0
house_8382,Built-up  Area,Ready To Move,TC Palaya,2 Bedroom,,1000,2.0,0.0,70.0
house_5308,Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,May 2ge,1060,2.0,2.0,42.0
house_7488,Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,Smentha,1019,2.0,1.0,58.0
house_5360,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1285,2.0,2.0,44.98
house_8792,Super built-up  Area,18-Apr,Kumara Park,2 BHK,,1200,2.0,2.0,75.0
house_9633,Plot  Area,Ready To Move,Uttarahalli,6 Bedroom,,1080,5.0,2.0,160.0
house_191,Super built-up  Area,Ready To Move,Pattandur Agrahara,3 BHK,MaidoPl,1550,2.0,3.0,80.0
house_898,Plot  Area,Ready To Move,Varthur,1 Bedroom,,1000,1.0,1.0,70.0
house_5712,Super built-up  Area,Ready To Move,Mallasandra,2 BHK,Shbhi S,905,2.0,1.0,40.0
house_10789,Super built-up  Area,Ready To Move,Electronic City,2 BHK,YCnce R,1110,2.0,1.0,39.9
house_9419,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1108,2.0,1.0,63.0
house_1074,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1161,2.0,2.0,64.08
house_3021,Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1662,3.0,2.0,85.0
house_5977,Built-up  Area,Ready To Move,Chandapura,3 BHK,Vailsaf,1208.51,3.0,2.0,42.0
house_4320,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1 BHK,,550,1.0,0.0,21.0
house_10788,Plot  Area,Ready To Move,Hormavu,2 Bedroom,Grensak,1200,2.0,0.0,73.0
house_10336,Built-up  Area,Ready To Move,Whitefield,3 BHK,Sonviik,1495,2.0,,70.0
house_8789,Super built-up  Area,Ready To Move,Rajaji Nagar,6 BHK,,3000,6.0,3.0,250.0
house_9842,Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,545,2.0,1.0,22.34
house_5083,Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1160,2.0,1.0,55.0
house_10588,Super built-up  Area,21-Dec,Bannerghatta Road,2 BHK,PrarePa,1115,2.0,1.0,61.0
house_6985,Plot  Area,Ready To Move,Lakshmi Layout,6 Bedroom,,1200,4.0,2.0,115.0
house_7986,Plot  Area,Ready To Move,4th Block Koramangala,4 Bedroom,,2400,4.0,3.0,600.0
house_5001,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1350,2.0,3.0,47.24
house_7712,Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1636,3.0,2.0,92.0
house_3087,Plot  Area,Ready To Move,Devanahalli Road,5 Bedroom,,1320,5.0,2.0,199.0
house_1708,Built-up  Area,Ready To Move,Gunjur,3 BHK,NDrelau,1600,3.0,3.0,75.0
house_6000,Super built-up  Area,Ready To Move, Devarabeesana Halli,3 BHK,Sorisa ,1670,3.0,2.0,160.0
house_3760,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Prarkun,1571,3.0,2.0,105.0
house_3395,Plot  Area,Ready To Move,Kumbhena Agrahara,6 Bedroom,,1200,5.0,1.0,150.0
house_11581,Built-up  Area,Ready To Move,Bagalur Main Road,2 BHK,,1220,2.0,2.0,72.0
house_8360,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,DStik S,960,2.0,1.0,55.0
house_6579,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,,1095,2.0,1.0,38.33
house_3532,Built-up  Area,Ready To Move,Bagalakunte,1 Bedroom,,700,1.0,1.0,162.0
house_3842,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1263,2.0,1.0,78.0
house_767,Plot  Area,Ready To Move,Sarjapur,5 Bedroom,,4360,4.0,1.0,90.0
house_1902,Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1743,3.0,2.0,85.0
house_1528,Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Vangsld,1291,2.0,3.0,49.0
house_12127,Plot  Area,18-May,Kaggalipura,3 Bedroom,AxvamTa,2200,4.0,1.0,150.0
house_7305,Super built-up  Area,17-Jul,Anandapura,2 BHK,ViensRK,1151,2.0,1.0,43.16
house_7462,Super built-up  Area,18-Jul,Bommanahalli,2 BHK,,1170,2.0,3.0,34.0
house_2274,Plot  Area,Ready To Move,Jigani,3 Bedroom,,2400,4.0,1.0,130.0
house_12282,Built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3.0,2.0,95.5
house_4293,Built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,,315Sq. Yards,5.0,,260.0
house_10325,Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,,1060,2.0,1.0,48.66
house_3803,Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,Sodgere,2106,3.0,2.0,126.0
house_3230,Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1115,2.0,1.0,33.45
house_4599,Super built-up  Area,18-May,Whitefield,2 BHK,SMuilan,1109,2.0,1.0,41.49
house_4277,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1027,2.0,1.0,44.0
house_427,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Srshq T,1120,2.0,2.0,55.0
house_10147,Plot  Area,Ready To Move,Poornapragna Housing Society Layout,3 Bedroom,,2400,3.0,0.0,360.0
house_1330,Super built-up  Area,22-May,Jakkur,4 BHK,SoineC ,3467.86,6.0,3.0,249.0
house_3482,Plot  Area,Ready To Move,Mathikere SBM colony,2 Bedroom,,1500,1.0,0.0,160.0
house_7784,Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsan,1221,3.0,2.0,65.0
house_13290,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Maana E,4050,2.0,1.0,450.0
house_5686,Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,914,2.0,2.0,49.0
house_3296,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,SNdri N,1555,2.0,1.0,82.0
house_7235,Super built-up  Area,Ready To Move,MCECHS  layout,2 BHK,,1200,2.0,2.0,54.0
house_7192,Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1230,3.0,3.0,60.0
house_11049,Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Rooodre,1170,2.0,3.0,50.0
house_7243,Built-up  Area,Ready To Move,Jyothi Nagar,2 BHK,,959,2.0,1.0,42.5
house_3331,Super built-up  Area,Ready To Move,Nelamangala,2 BHK,,820,2.0,2.0,24.0
house_11385,Super built-up  Area,18-Jan,Whitefield,2 BHK,Suhamra,1170,2.0,1.0,56.0
house_8482,Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,,865,2.0,0.0,40.0
house_5086,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PueraRi,1583,3.0,3.0,115.0
house_9538,Plot  Area,Ready To Move,Anandapura,3 Bedroom,,1415,2.0,1.0,74.0
house_8484,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Chhamku,1285,2.0,2.0,65.0
house_11593,Built-up  Area,Ready To Move,Dena Bank Colony,2 BHK,Chntsat,1100,2.0,2.0,75.0
house_1781,Super built-up  Area,Ready To Move,Vijinapura,3 BHK,Vadidpl,1670,3.0,3.0,91.86
house_10785,Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,SLoraFl,1080,2.0,1.0,38.0
house_6141,Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232,2.0,2.0,89.0
house_2535,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,,1826,3.0,2.0,165.0
house_8000,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,R ra  R,1880,3.0,3.0,120.0
house_6479,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Satanan,1118,2.0,1.0,42.0
house_2382,Built-up  Area,16-Mar,Kanakpura Road,2 Bedroom,,2200,2.0,0.0,62.0
house_13274,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,60.0
house_8420,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,153.0
house_975,Built-up  Area,Ready To Move,Whitefield,2 BHK,,1113,2.0,1.0,62.0
house_4400,Super built-up  Area,18-May,Koramangala,3 BHK,SRidsrc,1594,3.0,,125.0
house_6865,Super built-up  Area,18-Mar,Kothanur,2 BHK,,1075,2.0,2.0,53.0
house_11868,Super built-up  Area,18-Mar,Kothanur,2 BHK,,1185,2.0,2.0,59.0
house_13310,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,52.71
house_9432,Super built-up  Area,19-Jan,Chandapura,3 BHK,SuVue S,1110,2.0,2.0,29.97
house_9338,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Vasta C,1463,2.0,1.0,61.45
house_4148,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1180,2.0,1.0,46.0
house_11915,Plot  Area,Ready To Move,Postal Colony,2 Bedroom,,1500,1.0,0.0,218.0
house_1567,Plot  Area,Ready To Move,Uttarahalli,5 Bedroom,,400,5.0,1.0,200.0
house_4482,Built-up  Area,Ready To Move,Varthur,8 Bedroom,,704,8.0,3.0,92.0
house_4098,Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,,1150,2.0,1.0,52.8
house_1868,Plot  Area,Ready To Move,Lingarajapuram,2 Bedroom,,1350,2.0,1.0,80.0
house_9413,Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Maows M,1150,2.0,1.0,42.0
house_11229,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1850,3.0,2.0,140.0
house_2481,Super built-up  Area,Ready To Move,Jayanagar,2 BHK,Rakulai,1170,2.0,3.0,105.0
house_6468,Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,,1260,2.0,2.0,100.0
house_3065,Super built-up  Area,Ready To Move,Varthur,3 BHK,,1250,3.0,,71.0
house_692,Plot  Area,Ready To Move,Anjappa Layout,2 Bedroom,,600,2.0,1.0,55.0
house_7542,Super built-up  Area,18-Apr,Haralur Road,3 BHK,SNnia E,1520,2.0,2.0,85.0
house_2024,Built-up  Area,Ready To Move,Banaswadi,7 Bedroom,,6150,6.0,1.0,830.0
house_5273,Built-up  Area,Ready To Move,Doopanahalli,3 BHK,KroneMo,1475,2.0,1.0,200.0
house_11232,Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3522,5.0,3.0,716.0
house_7480,Super built-up  Area,Ready To Move,Dollars Colony,3 BHK,,1350,3.0,0.0,75.0
house_7635,Built-up  Area,Ready To Move,Nehru Nagar,3 BHK,Undge T,1374,3.0,2.0,72.0
house_12008,Super built-up  Area,19-Dec,Thanisandra,3 BHK,DSity S,2019,3.0,1.0,70.67
house_7248,Built-up  Area,Ready To Move,Hulimavu,2 BHK,,132Sq. Yards,2.0,3.0,46.0
house_9325,Plot  Area,Ready To Move,1st Phase JP Nagar,4 Bedroom,,1200,4.0,2.0,300.0
house_1678,Plot  Area,Ready To Move,Whitefield,5 Bedroom,,3250,5.0,3.0,900.0
house_10602,Built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,Saitya ,2400,2.0,3.0,195.0
house_8045,Built-up  Area,Ready To Move,Bommasandra,3 BHK,Niara S,1400,2.0,3.0,45.0
house_796,Super built-up  Area,Ready To Move,Gottigere,2 BHK,Krryll ,1222,2.0,1.0,63.0
house_8595,Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,Amazaa ,1360,2.0,0.0,45.0
house_10369,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Goner C,1049,2.0,1.0,51.0
house_6465,Super built-up  Area,18-May,1st Phase JP Nagar,3 BHK,Inntsth,1590,3.0,3.0,131.0
house_11056,Super built-up  Area,Ready To Move,Kanakapura  Rod,3 BHK,,1305,2.0,1.0,45.68
house_6453,Built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2300,3.0,3.0,369.0
house_6750,Super built-up  Area,Ready To Move,Kanakapura,3 BHK,,1450,3.0,1.0,75.0
house_8108,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1259,2.0,1.0,67.48
house_10826,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1600,2.0,2.0,110.0
house_2918,Super built-up  Area,19-Dec,Binny Pete,2 BHK,She 2rk,1350,2.0,1.0,91.0
house_7429,Built-up  Area,Ready To Move,Ananth Nagar,2 BHK,Patri M,960,2.0,3.0,37.0
house_1717,Built-up  Area,18-Dec,Electronic City Phase II,3 BHK,Sryalan,1320,2.0,1.0,38.13
house_9955,Super built-up  Area,19-Oct,Soppahalli,1 BHK,,620,1.0,1.0,25.0
house_11412,Built-up  Area,19-Mar,Hennur Road,4 Bedroom,Gollela,2950,4.0,3.0,253.0
house_3181,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,45.0
house_8660,Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,3.0,0.0,66.0
house_9691,Built-up  Area,Ready To Move,Singasandra,1 Bedroom,,600,1.0,0.0,45.0
house_7399,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1385,3.0,1.0,55.0
house_5435,Super built-up  Area,Ready To Move,Kammasandra,2 BHK,DSOakil,1030,1.0,2.0,25.75
house_1240,Built-up  Area,Ready To Move,RWF West Colony,3 BHK,PancyRe,1384,3.0,2.0,62.28
house_4673,Built-up  Area,Ready To Move,Kasavanhalli,3 Bedroom,,2100,3.0,3.0,110.0
house_6466,Super built-up  Area,20-Aug,Begur Road,1 BHK,Pruthg ,644,1.0,1.0,40.0
house_3380,Plot  Area,Ready To Move,Sarjapur,3 Bedroom,Inensba,1200,3.0,2.0,78.0
house_8619,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1125,2.0,1.0,47.0
